gold_per_min,level,leaver_status,xp_per_min,radiant_score,gold_spent,deaths,denies,hero_damage,tower_damage,last_hits,hero_healing,duration,radiant_win
3237,148,0,3831,37,150085,56,26,210389,16261,2161,400,3280,0
2511,132,0,3682,28,79965,54,64,110157,6496,1042,743,2214,0
3556,150,0,3299,41,209555,60,100,240186,26519,2640,2020,4752,0
6035,143,1,10174,31,92880,13,20,68513,17898,402,1586,983,1
2812,149,0,4319,50,102190,55,79,195437,17570,1171,1985,2739,1
2137,132,0,3352,27,78225,53,62,142059,3997,720,2934,2483,0
2951,129,0,3693,32,93345,43,53,125483,14861,942,3594,2150,1
5577,149,0,9548,38,102930,27,16,96346,9397,322,1140,1193,1
2234,105,0,3089,19,56665,39,65,68368,8042,632,4347,1705,0
2655,135,0,3619,28,97850,50,80,150827,13973,1128,4460,2541,0
2231,114,1,2956,30,69045,62,35,129924,2184,775,925,2069,0
5336,150,0,7961,30,173205,41,46,208042,7922,960,10259,2168,0
2930,144,0,3970,50,118725,63,28,175721,13253,1407,495,2903,0
3333,150,1,4024,74,187305,80,75,431226,29100,1969,6194,4591,1
3101,127,0,3930,42,89580,23,69,108001,26162,917,5150,1914,1
3512,149,0,4065,43,162205,68,55,251337,33300,1695,3260,3136,0
2415,130,0,3124,21,86835,44,67,97905,7501,1011,1362,2441,0
2158,79,0,2319,10,50445,33,52,52358,12584,578,498,1390,0
2813,139,0,4059,53,90910,30,43,131224,15355,900,7056,2186,1
2034,83,0,2278,9,41550,39,76,49495,7376,566,72,1520,0
1962,138,0,3199,38,75950,70,26,153344,3915,635,19370,2777,0
6055,150,1,8047,42,218560,37,36,272383,15769,1061,8309,2442,1
2536,138,0,3672,38,82300,55,48,156014,10255,1036,13366,2448,0
2764,138,0,4246,63,86675,41,67,147357,17343,728,0,2101,1
2327,125,0,3358,36,68820,59,42,109054,8959,699,6340,2237,0
2935,149,1,3974,67,142255,74,40,305971,11640,1503,10651,3865,0
2543,136,1,3695,40,88315,49,35,123715,8243,1076,1549,2447,0
2890,136,0,3899,45,94635,29,38,142539,22890,1041,3561,2236,1
2793,139,0,4211,41,77630,49,46,130714,18287,870,7252,2184,1
3283,150,0,3916,76,188700,74,80,409680,23411,1979,14520,4392,1
3031,116,0,3747,65,76105,29,88,120036,18643,608,5098,1764,1
2870,150,0,4015,62,120210,48,56,186797,18116,1148,0,2931,1
2695,143,0,4092,58,98225,60,29,122384,16210,913,4375,2499,1
3099,123,1,3138,52,118710,43,42,164312,18625,916,4378,2696,1
2506,135,0,3414,30,89735,57,50,138243,11175,867,8376,2456,0
3115,135,1,3665,38,115290,64,115,178191,18160,1499,4106,2720,0
5776,150,0,8283,46,228885,63,45,310276,21673,871,0,2844,1
2736,150,1,3936,55,109080,83,54,222904,14810,1179,991,3198,0
4414,134,1,6880,21,86445,34,17,114245,5557,366,1400,1246,0
6244,148,0,9404,36,131085,28,15,130970,20796,401,2801,1270,1
5396,148,1,10206,28,143965,41,12,100386,8105,698,0,1805,0
2563,139,0,3523,33,104205,59,49,137949,5216,1219,8219,2836,0
2828,132,0,4057,57,76660,56,56,140291,22741,695,240,2029,1
2553,139,0,3338,38,105125,49,52,187974,4154,1034,21408,3019,0
2705,147,0,3307,58,131600,49,87,209627,16701,1256,5367,3325,1
2794,150,0,3422,52,142195,74,45,349081,15698,1424,9533,3891,1
2445,138,0,3475,28,92320,42,40,144320,11441,1262,1485,2680,0
3173,149,1,3958,70,135940,68,47,226234,18939,1333,4139,3265,1
2560,130,0,3299,42,93890,36,77,128120,21916,927,0,2323,1
5629,95,0,6554,15,56565,12,5,45929,12347,205,148,692,1
2825,116,0,3461,41,83575,20,81,106602,20129,829,7227,1821,1
4531,149,0,7233,23,114620,36,27,106952,2585,481,325,1624,0
2525,129,0,3447,44,82490,32,41,133861,21486,922,0,2299,1
4403,139,0,6742,19,88795,29,18,107622,5920,365,4865,1343,0
2078,127,0,3198,31,68325,68,42,145599,9104,536,88,2342,0
2718,116,1,3530,44,70840,35,34,127548,21165,610,15,1878,1
5106,117,0,6481,34,72945,13,24,62106,9092,188,7289,985,1
3227,150,0,4079,62,141380,52,56,227422,31950,1865,9504,3216,1
3838,113,0,4625,19,68150,15,38,48553,29040,746,1162,1367,1
2586,126,0,3462,35,83520,24,79,125927,23013,830,12496,2141,1
1683,80,0,1998,14,40260,49,38,97744,2060,426,640,1733,0
2558,147,0,3542,41,110160,70,83,185793,11508,1127,2767,3129,1
1876,103,0,2441,23,58500,45,26,106209,5608,561,0,2149,0
2650,133,0,3931,44,75390,43,46,134144,24738,738,10783,2134,1
2165,143,0,3653,52,89630,71,34,169666,8305,706,1857,2860,0
2371,125,0,3125,32,82945,45,60,123690,8034,1113,0,2371,0
2418,107,0,2932,35,61960,61,60,105556,7530,795,0,1876,0
2644,132,0,3477,38,87970,28,84,142782,24144,948,9281,2328,1
2780,128,0,3426,47,90710,37,63,117723,25654,808,5341,2239,1
2649,140,0,4012,60,99730,48,44,146391,22736,717,0,2433,1
2684,92,0,2999,30,55385,28,38,64798,22904,456,1461,1419,1
3989,150,0,6676,22,134725,48,16,120626,4691,382,1779,2257,0
5188,123,0,7631,29,74845,18,13,49993,15081,207,0,917,1
2663,118,0,3029,24,89815,42,74,87319,4155,904,6856,2211,0
521,4,0,431,2,950,3,1,391,150,3,0,140,1
4484,149,0,8397,19,109460,42,19,115773,8499,433,9367,1620,0
2345,117,0,2817,23,78270,51,47,127395,17425,875,1384,2336,0
2858,118,0,3320,33,80880,25,51,82755,14512,856,286,1944,1
3933,146,0,5822,49,114380,47,25,133873,25664,797,2581,1950,1
2827,148,0,3764,45,145425,66,41,161922,21508,1564,0,3261,1
2921,141,0,3638,37,102770,42,58,124936,16925,963,402,2567,1
1722,80,0,2034,11,44155,41,39,57845,5288,441,3713,1647,0
5153,150,0,9431,40,114995,36,6,108418,19262,307,1715,1571,1
5933,150,0,9720,44,188740,56,25,213109,13420,797,8350,2245,0
2278,105,1,2570,22,67980,43,69,90527,17644,903,5324,2045,0
2416,136,1,3767,24,84485,83,64,136376,4605,1149,0,2751,0
1887,102,1,2364,16,55895,41,49,93897,5849,579,5290,2208,0
3006,145,0,3726,42,123270,50,57,217175,15311,1324,3507,2891,1
3040,111,0,3359,66,82385,49,45,127943,19112,574,8188,1749,1
5955,150,0,9580,26,157415,29,53,115351,9380,783,1117,1611,0
2147,125,0,2856,25,77185,45,66,100531,2827,890,3344,2515,0
2964,109,0,3253,46,71775,16,95,99999,17440,658,6828,1743,1
3089,150,0,3204,47,183530,57,58,259040,23028,2492,11212,4766,1
2001,122,0,2696,23,74570,61,58,133424,4083,827,5830,2554,0
5883,144,0,8410,39,120300,26,23,114801,15735,402,14467,1353,1
2899,148,0,3943,55,114145,62,35,348092,10815,1364,10230,3149,0
3390,127,0,4016,34,95290,38,59,122323,25970,697,4824,1889,0
2711,135,0,3716,40,96725,53,45,102067,6820,702,0,2265,0
2980,116,0,3427,45,77295,24,61,100418,25500,611,0,1827,1
2368,101,0,2844,40,58285,22,31,77296,12191,561,8817,1707,1
2199,108,0,2569,24,65915,47,23,100221,5261,718,935,2125,0
5521,150,0,8123,40,170650,62,19,183473,10083,757,4322,2342,0
2519,144,0,3695,29,104905,50,136,159622,9024,1257,1379,2976,0
5611,146,0,9203,34,102385,30,19,97799,18087,337,11103,1264,1
2863,148,1,4326,54,108790,46,82,167705,20741,1181,3747,2531,1
2062,105,0,2697,27,54930,50,48,87467,3129,546,1447,1969,0
2687,123,0,3230,35,81950,51,41,132443,15600,917,5518,2236,1
2800,119,0,3792,42,75905,23,48,99421,16743,734,2336,1770,1
2722,142,1,3837,36,102420,33,50,139328,15543,1342,1650,2707,1
1611,87,0,1925,15,45010,51,38,66693,3374,388,1219,2001,0
5863,150,0,9251,44,158955,52,23,211230,8539,714,400,1829,0
2301,141,0,3586,37,83225,51,47,133045,2725,866,250,2560,0
2424,136,0,3082,27,94655,54,60,145741,5291,1095,280,2824,0
3080,123,0,3687,37,89970,31,58,109231,24888,847,4526,1885,1
3251,128,1,3497,55,115475,26,91,126226,17664,1368,640,2554,1
2348,103,1,2360,12,79660,36,63,70157,10263,1112,3813,2208,0
3197,150,0,3787,60,137235,59,92,256406,30729,1567,5407,3302,1
2817,141,0,4078,54,87480,38,69,151057,18363,883,11899,2237,1
2472,136,0,3543,37,84330,34,99,139962,18884,985,12381,2418,1
3446,142,0,4172,53,121010,32,43,152629,23537,1415,3175,2340,1
2233,115,0,2910,26,69975,33,86,103190,9856,745,5203,2131,0
6537,148,0,10133,40,109195,31,28,116446,23131,441,7018,1212,1
3199,144,0,3522,52,149185,57,43,178769,26782,1575,2772,3433,1
2891,125,0,3751,61,80600,39,59,106721,26193,648,698,1942,1
4115,128,1,6967,13,62535,34,11,53490,5200,198,659,1095,0
2163,106,0,2766,19,62005,42,49,91942,6083,709,5854,1918,0
2833,148,0,3756,60,110820,67,38,209296,20447,1141,13179,3041,1
1339,77,1,1512,9,31670,55,6,59380,1869,330,1680,2128,0
3141,149,0,3858,44,132940,52,112,153200,28012,1713,3118,3084,1
2535,133,1,3232,32,85510,43,63,106408,8273,810,670,2491,0
2876,141,0,3937,66,101300,30,60,160267,13651,814,2047,2310,1
2594,99,0,2973,18,57095,42,48,98497,16868,610,0,1626,0
2825,149,0,4177,71,127245,61,23,230148,22193,1079,0,3004,1
2981,140,0,3643,41,104470,45,107,165966,29594,1222,3624,2585,1
1781,100,1,2477,18,46045,49,31,78747,2131,480,0,1952,0
2947,135,0,3629,24,98310,39,66,101970,26805,1242,8758,2405,1
1647,82,1,2064,12,43695,60,13,62478,486,325,5369,1725,0
2327,144,1,3658,32,98505,52,52,159540,8550,1008,4020,2748,0
2457,121,0,3043,21,79630,37,62,125625,6410,1046,4181,2318,0
1957,108,0,2616,23,62020,50,29,93080,1760,616,3010,2130,0
4596,140,0,8117,19,94760,42,12,123516,3501,355,2379,1455,0
2655,120,0,3345,47,81450,34,36,108533,18980,743,4751,2049,1
6393,150,0,9287,52,184670,67,19,193872,17068,555,1200,2077,1
3446,145,0,4211,56,124970,54,72,225550,27125,1465,0,2643,1
2695,140,1,3818,44,98760,26,77,149121,17843,1171,6870,2431,1
6492,146,0,8454,42,151170,19,39,113666,20177,673,0,1458,1
5846,150,0,8550,30,164235,58,27,167216,12464,713,10664,2016,0
2555,118,0,3155,30,71990,43,55,121005,13589,728,5674,2027,1
2220,110,0,2730,19,63710,45,47,93084,3839,780,2731,2021,0
1836,85,0,2279,12,45140,38,34,77091,4380,459,11996,1593,0
2582,140,0,3744,41,92670,47,48,160307,14118,817,10461,2435,1
6530,147,0,9968,42,110565,26,43,95059,24324,369,1922,1111,1
2873,150,0,4305,70,118205,62,66,205402,18099,1107,400,2854,1
2512,122,0,2983,39,83040,44,39,108386,24652,747,0,2325,1
2576,105,1,2614,21,72885,52,52,80310,4659,741,5,2055,0
2467,79,1,2431,16,44050,27,22,53858,965,510,0,1392,0
2360,114,1,3024,37,64225,40,28,149173,11229,557,5687,2156,1
3168,150,0,3594,39,154520,51,48,274599,8534,2091,2298,3496,0
2771,105,0,3098,32,71150,31,29,106922,18711,665,9510,1792,1
2459,120,0,3439,40,68005,29,73,118186,17742,726,1225,1973,1
2761,147,0,4111,46,110705,60,73,253555,8364,1113,1070,2864,0
1635,81,0,2016,4,42420,43,40,46173,6629,472,525,1667,0
3062,150,0,3835,49,139455,59,55,310471,22781,1674,980,3414,0
2650,136,0,3436,32,92555,45,43,155720,16891,1111,13693,2456,0
2906,145,1,3771,45,112610,62,61,167501,15778,1331,52,2797,0
3080,100,0,3392,36,63790,26,30,103283,11092,538,1210,1440,1
2575,119,0,3164,29,73625,22,72,110129,27074,819,1510,2085,1
2071,106,0,2630,25,57815,64,52,114583,8743,596,9557,2066,0
2745,136,0,3966,52,78015,35,84,138930,22186,959,5959,2191,1
1873,90,0,2620,10,46430,36,75,73292,3437,472,5482,1640,0
3212,150,0,3902,48,149100,46,42,223564,26674,1930,3897,3253,1
5246,150,0,10620,32,122730,36,29,125235,5071,647,0,1554,0
3252,132,0,3840,53,111205,32,69,133911,24954,986,4104,2214,1
2148,110,0,2617,25,72545,49,59,116687,6978,733,2041,2220,0
4880,110,0,5806,18,64985,9,31,60674,17542,253,533,957,1
2524,65,1,2000,44,48210,37,12,74101,10463,196,1020,1631,1
3013,147,0,3702,50,133005,55,119,180293,28489,1782,1100,3244,0
1628,25,1,1194,4,9060,1,20,8847,451,64,800,467,0
5763,145,0,8511,30,120055,19,37,83210,17407,597,0,1373,1
2803,127,0,3618,40,78555,30,27,133726,18358,883,3845,2068,1
2967,150,0,3650,60,170945,57,68,239583,17878,1510,0,3895,1
2383,128,0,3105,29,84340,54,88,148119,8069,919,5684,2510,0
3081,147,0,3851,41,124120,43,74,160960,19049,1523,2362,2875,1
2859,136,0,3602,45,99155,77,42,188572,5412,958,8245,2537,0
1647,86,0,2147,20,43050,53,28,65629,659,313,1705,1717,0
2047,117,0,2793,24,66570,50,38,104822,6275,679,552,2270,0
2392,140,0,3573,29,96105,67,41,152991,8698,1057,1031,2816,0
2711,150,0,3910,46,124370,73,70,171341,11393,1280,1882,3312,0
1774,94,0,2470,22,44490,55,21,67434,1520,308,0,1754,0
2833,131,0,3921,55,79575,31,88,140277,15166,793,5799,2053,1
2612,150,0,3931,51,109365,47,92,172668,22133,906,30064,2834,1
2298,135,0,3173,52,84400,38,50,136154,14629,840,13081,2722,1
2929,150,0,4386,64,137160,80,57,252106,6413,1432,4004,3575,0
5488,146,0,7983,37,101920,22,10,99915,18188,352,6967,1312,1
2822,103,0,2997,42,65570,22,48,98456,22246,544,1506,1676,1
5979,150,0,9423,57,169505,53,9,222459,5791,609,30,2011,0
5692,150,0,8446,36,152060,30,40,204789,20581,692,2662,1793,1
2515,138,0,3164,42,102960,40,89,142040,19269,1036,400,2929,1
3013,146,1,4077,50,127125,66,71,296557,21782,1318,12076,3116,0
2591,102,0,2851,35,65305,10,62,73972,22223,682,400,1742,1
2531,147,0,3928,46,99290,44,80,133841,12639,1123,0,2689,1
2685,150,0,3748,48,120935,89,76,232115,9488,1168,365,3289,0
2498,142,0,3720,33,91525,51,53,133181,3131,1006,2562,2628,0
2502,106,0,3130,42,63445,37,34,87594,14900,569,8924,1708,1
5603,150,1,8973,32,162725,54,14,161728,11217,587,5439,2074,0
4162,141,1,7507,15,79400,39,41,70905,1881,314,427,1276,0
5496,150,0,6802,47,160950,53,21,190587,18893,631,9545,2263,1
2911,134,0,3922,59,88215,35,76,142295,22622,825,3203,2146,1
2782,125,0,3937,60,84235,29,70,142859,14729,607,13477,1880,1
3269,139,1,4692,34,81295,40,43,142205,13176,526,1353,1916,1
2377,79,1,2552,20,43990,14,49,50352,1339,490,158,1288,1
2887,132,0,3291,23,107040,44,66,99952,12490,1452,6406,2533,0
2642,144,0,3468,27,114890,52,46,166916,19405,1503,2496,3022,0
2878,125,0,3782,40,80030,39,28,127360,14997,786,5325,2003,1
3797,135,0,6406,10,79505,35,21,85031,8430,370,2543,1408,0
2959,144,0,4826,64,89955,50,38,139078,11726,572,525,2015,1
5721,139,0,12409,32,59770,15,5,61785,9392,222,1114,788,1
2845,116,0,3574,43,81435,23,44,93860,22774,817,6585,1766,1
2817,122,0,3426,58,77950,29,30,103892,21661,708,939,2018,1
3092,139,0,4041,35,116765,42,95,138702,24293,1565,3590,2591,1
2776,147,0,3297,37,137155,43,86,172412,10340,1884,12676,3643,0
2773,143,0,3751,59,112940,73,48,161351,23326,927,1501,2704,1
1479,71,0,1700,8,34920,33,17,37183,3001,372,1941,1583,0
3082,135,0,3667,44,97305,37,42,133822,15687,941,405,2293,1
3076,104,0,3203,33,82935,37,34,89002,11753,841,1522,1740,1
5828,148,0,8479,27,116860,22,29,88924,10871,644,5297,1349,1
2292,67,1,2099,23,39655,9,32,35513,3136,375,1261,1177,1
2865,150,0,3825,52,123490,77,49,214401,14184,1292,3154,3295,0
2604,130,0,3609,64,80170,32,26,127055,23915,691,16585,2225,1
2628,137,0,3744,48,94635,40,63,103859,18892,716,5958,2313,1
2473,76,1,2035,22,43880,45,26,58262,4672,283,400,1562,0
3228,148,0,4079,41,141200,66,68,223616,26357,1471,15353,3073,0
4449,137,1,6904,23,95885,44,27,120009,4328,338,671,1382,0
2278,102,1,2640,24,65390,37,47,53425,4441,640,0,1964,0
5021,131,1,8046,25,75910,16,18,71513,15783,230,7927,985,1
2665,135,0,3037,24,113545,44,89,116479,15235,1433,1666,2835,0
2880,150,0,3518,40,151650,50,50,227424,18914,1922,3328,3865,0
2708,150,0,3678,49,118870,69,70,186658,9740,1346,1662,3377,0
2012,101,0,2710,21,58230,62,40,98556,13189,391,528,1911,0
3384,150,0,4008,84,202835,88,89,478770,25603,2347,4154,4804,0
2935,131,0,3183,42,103455,37,67,119732,19995,868,1020,2509,1
2661,147,0,4255,43,99585,70,54,168543,12836,940,3515,2702,1
2349,121,0,3043,13,81175,46,32,104622,1862,1126,7809,2264,0
2460,135,0,3650,35,79530,33,51,134247,11736,893,9055,2334,1
3005,131,0,3657,49,98235,30,43,129884,18968,661,10642,2216,1
3728,150,0,5215,54,133750,63,36,210125,20446,1076,21939,2655,1
2667,150,0,3763,51,117240,66,78,185481,19231,1248,5543,3113,0
2485,142,0,3574,24,102450,56,52,160894,10978,1169,400,2905,0
2584,144,1,3683,39,100070,35,64,106235,16327,1305,3739,2801,1
4341,145,1,7879,18,82170,47,18,106824,7193,270,13896,1379,0
5350,146,0,10630,18,92140,45,24,106973,9969,365,2246,1107,0
2612,141,1,3624,47,95670,53,50,128332,14149,942,21788,2709,0
1979,96,0,2451,13,51845,46,59,65378,10176,595,400,1853,0
2747,150,0,3865,41,127795,60,48,225273,9028,1480,20976,3323,0
1688,95,0,2125,16,49160,54,56,60770,4403,442,13334,2055,0
2789,130,1,3896,37,73140,49,41,136111,6077,966,0,2042,0
2756,115,0,3386,53,74860,33,33,134167,18931,585,3303,1851,1
2666,102,0,3126,29,65895,24,62,87884,18379,717,2074,1573,1
2842,148,0,4031,45,110185,47,68,176904,12726,1298,835,2732,1
2342,137,0,3526,35,83525,53,40,120477,8789,954,4834,2500,0
4809,125,0,7017,31,69700,12,26,67324,9794,213,3456,1062,1
2435,127,0,3263,15,80795,48,43,116044,10504,1337,7891,2425,0
3183,150,0,4163,39,133385,66,56,186306,17572,1507,5492,3365,0
2595,129,0,2914,25,108115,50,34,115452,25418,950,27160,2638,0
3542,136,0,6532,10,74440,50,23,89076,3396,256,2487,1429,0
4392,147,0,9462,16,80810,50,15,98560,1790,223,400,1177,0
3063,148,0,4594,50,95160,42,55,162786,24687,1189,0,2318,1
2820,99,0,2947,29,67855,19,73,76389,27031,717,3740,1653,1
2937,82,0,2738,26,56525,10,51,49705,14521,567,1747,1287,1
2710,106,1,2776,27,78190,40,54,118106,9332,828,480,2030,0
3044,149,0,4235,56,114755,62,48,179396,12277,944,360,2816,1
2488,114,0,3170,34,70600,26,44,83289,20139,639,800,2004,1
3279,124,0,4097,48,88085,32,72,125050,22019,724,1790,1848,1
2309,123,0,3032,30,74990,61,64,119340,4404,957,0,2261,0
2321,122,0,3084,28,74465,52,60,132829,2771,953,391,2238,0
2225,93,0,2626,14,55120,41,49,71677,21988,629,3250,1686,0
5092,150,0,9398,18,119305,44,20,80294,3258,511,495,1491,0
2622,136,0,3339,36,99615,39,69,140089,10067,1076,6022,2614,0
2573,144,0,3790,43,94110,64,73,162624,2793,1122,7434,2721,0
6114,114,0,8713,19,58060,6,21,31836,14050,253,2667,682,1
1572,88,1,2022,10,42770,45,45,71463,271,438,7202,1934,0
2304,110,0,2955,23,63790,60,79,115737,6818,702,1823,2005,0
2653,140,0,3568,25,96760,51,48,152943,9530,1288,4012,2622,0
4255,145,0,8933,20,84940,34,17,89065,2979,318,289,1279,0
2287,113,0,2706,14,83875,37,68,82710,5753,1019,3827,2289,0
2653,149,0,4129,51,103280,82,19,273824,13669,1097,11439,3067,0
5111,150,0,8687,27,111715,37,33,128383,7252,427,2519,1488,0
2942,150,0,4244,74,133115,77,69,252821,15912,1281,8043,3583,1
2028,133,0,2779,16,87600,57,37,113768,9644,1074,3018,3172,0
2877,125,0,3663,32,75375,30,61,126451,25862,1039,409,1952,1
2389,111,0,2930,18,66960,50,71,97211,8859,727,4092,1934,0
768,4,0,408,1,925,3,1,1331,0,5,0,114,0
2167,130,0,3158,31,87270,43,52,86214,3624,784,3276,2497,0
599,4,0,460,2,950,3,1,417,62,8,0,143,1
2470,106,0,2837,42,62940,26,82,119945,19333,628,14920,1881,1
2534,97,0,2689,29,63965,18,37,74780,24027,622,402,1706,1
2483,111,0,3106,40,69685,32,34,97814,18840,498,1509,1823,1
5538,150,0,9142,38,165995,56,19,160755,17157,471,9479,1967,1
2461,118,0,3641,22,57410,57,45,97017,23260,790,0,1876,0
2881,130,0,3670,56,84980,35,55,126246,21071,750,1215,2175,1
2367,101,1,2689,23,61230,24,40,76170,16466,585,9073,1780,1
3005,142,0,3917,43,105630,31,81,122386,24812,1060,2985,2482,1
3060,150,0,3639,78,191910,62,99,304981,16871,2342,0,4640,0
2364,136,0,3417,18,84310,56,103,127500,13586,1151,2657,2571,0
2832,119,0,3499,31,79685,25,63,91338,19485,880,846,1872,1
2746,143,0,3755,36,113155,62,55,151348,12619,1273,3149,2776,0
2799,150,0,3677,48,142625,70,112,285116,18584,1542,37502,3955,1
2424,100,0,3202,46,53615,22,44,96980,16685,483,9052,1551,1
3790,150,0,5479,57,111785,37,39,114912,30378,634,1401,2091,1
3036,142,0,3844,46,125620,44,97,154301,20216,1228,729,2655,1
2549,122,0,3425,38,71765,29,45,93268,18106,702,826,1991,1
2595,143,0,3491,33,112295,43,53,144132,12611,1065,3818,2869,1
2665,88,0,2876,28,52510,20,47,62160,16874,568,1314,1371,1
2562,137,0,3430,46,85185,55,45,141135,7659,642,9530,2508,0
2134,103,1,2404,25,59500,46,40,85715,8173,668,3955,2182,0
2273,132,0,3367,40,77385,64,38,156001,5828,721,305,2339,0
2042,122,0,3054,34,69310,58,64,98666,1360,509,4346,2215,0
4030,150,0,3901,43,259050,85,90,311398,14847,3165,4777,5095,0
2397,114,0,3099,30,66400,24,44,81907,23107,624,5082,1936,1
2469,131,0,3379,35,91140,38,57,117571,13161,981,17281,2358,1
3405,138,0,3835,44,117065,31,42,165370,20340,1249,815,2318,1
2747,134,0,3445,52,105350,56,35,155189,13869,903,3629,2516,1
2069,111,1,2585,21,64350,53,51,107046,1551,694,5638,2236,0
2804,143,0,3541,38,104365,67,51,128779,7444,1033,0,2844,0
2123,120,0,3061,27,64940,64,37,97264,4993,534,298,2173,0
3165,132,1,3798,53,99310,44,112,111307,23639,1024,0,2273,1
2755,122,0,3942,32,68640,38,50,117500,15540,916,1768,1878,1
601,5,0,499,2,1600,3,1,516,88,7,0,139,1
2875,150,0,4168,50,122105,53,74,168597,22846,1185,4770,2769,1
2578,117,1,3188,25,70755,54,61,115777,9300,797,6818,1995,0
5132,150,0,9503,32,110560,38,19,108041,12385,380,2116,1468,1
2782,86,0,2897,43,48625,21,40,73394,22156,354,0,1277,1
2774,140,0,3713,39,98165,38,61,154277,20482,932,3448,2598,1
5082,150,0,9073,27,114325,37,40,111699,3858,476,0,1448,0
